63 28766
2713 950 5241
1583 2842 5269
4536 4700 2515
4830 1246 8112
1127 637 950
2835 3384 910
1360 1442 8833
2117 589 2360
3937 188 4190
4183 2492 3463
1329 435 1326
4429 1882 2056
3331 2594 7397
4782 1133 5429
2164 1218 5816
1247 4234 144
4153 2497 3082
4567 110 5845
2970 4649 4535
1070 2172 7494
3790 4674 7307
4831 4232 1309
3983 1420 3069
1873 2607 5655
2248 3661 3074
4861 4776 5312
2396 2688 4692
126 972 8326
2280 4274 7235
4359 4690 917
2914 4360 5539
2917 3149 2022
576 4783 6103
2272 3387 6588
4226 2229 6086
770 1608 2184
3597 3034 5968
1324 1506 1864
948 2277 8196
2863 424 4800
3465 719 3717
1090 931 6048
3066 3040 5598
4048 65 4248
2807 2530 1787
2223 3913 2314
3772 815 5487
52 772 6184
4737 2520 4444
321 184 883
724 688 1573
2204 2772 1703
140 3991 4549
4794 2929 1362
492 702 4889
1365 1254 4278
952 2769 8576
4295 4529 5577
2464 2772 8466
2110 4743 3051
2383 517 4260
1842 4517 2204
3865 1087 8196
1999 1336 5971
1486 1796 4026
1495 175 5403
4817 2676 8365
3690 4314 7702
4693 1150 3780
3496 3079 3006
929 2836 2408
2198 1458 5086
3153 4101 8613
711 3603 1425
1468 3448 3963
1993 3546 2485
705 1103 6125
621 3482 4683
1880 4397 3031
467 2224 4921
2020 1468 6670
3235 2683 643
3466 1569 8415
1274 4214 7596
4330 341 5843
2763 1946 153
4724 2657 3644
2613 4273 4594
738 1790 7653
1724 315 7965
1153 2129 2930
1016 601 8594
476 349 4842
1444 1110 8238
1503 4189 8017
4423 1765 6814
1286 3813 1460
2612 3027 5159
1418 4559 1080
259 3673 7184
3586 3506 6694
1945 4877 84
4804 171 70
1578 1780 8828
1145 4862 2272
168 1556 6754
536 2787 6691
994 627 3749
203 2748 4299
999 373 3197
2237 2020 4748
4665 1969 5953
1553 53 3217
3405 1707 8202
3421 2645 7645
3788 3448 5858
889 584 2721
3068 871 8787
4300 1660 3993
3538 1990 3145
2015 630 8788
1684 3906 6664
1139 543 5591
541 4274 8458
1601 3418 917
1059 890 2437
4754 1690 1501
1372 1037 175
4463 1978 3198
2288 2761 3299
2629 110 8138
4220 1849 4355
442 4143 5074
1440 2714 7124
3028 873 7156
3682 4082 8764
4398 4752 4154
1118 2341 3060
2177 4134 4082
4875 4106 3466
1008 4707 6097
648 2962 2488
1399 4431 919
154 337 6002
2595 1399 1361
1396 3503 4843
647 2189 6130
289 2744 5557
1802 4273 1127
2907 1992 4504
248 1873 6054
1478 3225 1296
3390 2401 6058
3144 2008 3256
4729 1851 5142
1483 1072 2092
2555 530 6731
2087 4486 4430
4219 4617 5481
4200 2927 2527
3048 1070 7523
1885 1800 2025
2482 2846 4300
1023 2536 1187
2329 180 4426
1026 4090 8830
3853 328 3820
717 265 6992
4088 1169 3288
2911 2593 5306
4748 3869 3550
4069 1507 7738
3287 443 6305
2619 3695 6090
3196 3390 7426
4243 806 2303
1296 2289 8089
1271 4431 3882
4820 4585 7518
3302 2928 8737
220 2290 4446
2752 4770 5065
3083 2518 5411
2053 161 929
3854 1113 7365
3071 4131 2170
1413 4053 2122
2176 279 4888
1575 1068 4786
451 2726 2610
3955 3940 5706
3369 2547 5984
4522 1648 6205
2597 702 171
160 4305 5355
1307 428 5064
2659 4037 2427
1301 858 287
2031 3913 1075
4490 2833 5173
2564 312 2525
3725 1175 4756
4276 4341 4980
2075 3854 582
1176 2180 4323
226 2420 8544
1195 1079 3802
3892 2301 503
2517 1332 6178
3050 921 4740
3619 1372 4342
1144 3873 3253
3177 913 4650
3868 232 4167
96 3652 285
3428 562 4436
2563 1366 2616
4095 1549 2791
37 3596 1024
4296 3139 1300
2058 1196 5158
2256 579 8192
1227 103 1088
1685 1177 542
254 2303 5794
4026 931 3962
2670 982 3542
2203 3227 2963
927 1118 7583
2322 510 356
4251 103 1094
2132 2679 8112
2005 773 5381
1899 3046 65
2830 1279 5036
1112 3057 2289
2689 1986 572
1743 3178 5923
2157 1802 3075
2028 2981 4130
3831 2074 2029
2095 4282 8008
3957 584 982
3717 562 5339
2968 1058 1907
449 4144 5892
2666 2177 4692
4277 1997 1336
1692 4473 4391
2888 120 2087
2115 2046 8383
712 820 4161
2708 3973 1248
4338 3505 8327
4864 2761 2024
3203 3346 2306
2495 3561 6327
1038 3788 4771
1088 2472 6533
398 4642 1390
2652 1376 1919
1273 3641 8144
2217 3682 4141
233 4037 2477
4632 1239 7905
3172 1674 7804
2723 1156 6011
2035 129 8433
2695 530 2716
2431 1966 2053
70 4090 5840
124 2988 250
2426 3944 7015
4521 519 5646
181 3621 5769
4842 2084 2923
2133 3787 7938
1782 3089 2696
4155 3579 5147
2873 1906 4625
2658 4206 2014
3786 3635 834
2739 3643 5506
2599 915 3265
1909 1955 2546
882 4482 551
2434 2471 1940
3383 1248 394
4436 2389 1331
4535 4444 3995
2306 3527 4665
2118 2639 8680
2227 3076 3887
2104 3920 7547
142 2565 3314
413 4444 1996
2803 2251 591
32 1235 6731
3665 3762 38
2102 4210 1346
1644 2674 3421
201 4574 617
1154 4607 8158
2312 687 3947
2701 2608 5670
922 4848 2269
2663 949 2530
1203 4673 3462
357 1014 1039
4075 1474 52
3184 1797 1331
2874 3956 4849
2343 3596 7481
2202 1969 6242
1116 919 5879
2390 4048 5300
4781 266 4501
750 1081 6174
802 1054 8381
3577 3703 4766
3674 4505 1744
4041 1690 3246
2789 403 6343
2698 2783 1279
206 3493 1146
3866 3596 17
703 2619 2244
4055 3061 4892
2762 4410 5455
3254 2756 8591
2574 3666 7842
1343 2272 8489
4679 3892 917
3993 2239 1566
534 4135 2507
3249 552 5947
2878 3611 2565
1282 4237 2708
760 1761 5593
2090 2109 224
1789 3596 1198
2951 2594 5919
3895 2488 4409
1821 4745 2641
2641 161 5946
3901 4329 5406
2964 1485 5653
2352 1285 133
1526 1486 6218
2276 202 205
2452 264 1391
4114 1570 1981
2634 3028 5773
252 3902 5312
2363 2546 1682
2287 2333 7927
4732 2240 7976
3778 4384 23
2260 3824 979
3733 2835 3683
1123 3765 2603
3656 2125 5967
238 2221 3634
1220 3497 8684
1469 4357 4986
4212 3128 2801
4646 90 6010
4266 4471 8017
2184 2438 1980
4202 4537 4117
956 3747 5733
3864 4582 739
117 4808 241
4334 4765 3242
2832 1856 5944
707 1714 5368
2134 2303 7867
3327 3594 4294
3798 2168 3978
94 44 6010
280 4642 8777
4852 2555 1757
4600 3256 3359
1861 2783 4707
4671 589 8702
2417 197 4347
4592 2934 8668
917 3064 7775
4544 1229 2603
2196 3385 6820
3941 4795 1248
1823 2917 5515
2640 2416 4617
3614 3820 8407
3686 4053 21
4778 383 283
4645 342 3470
1972 817 3030
4695 1120 3027
4458 802 7176
4447 1413 7903
1712 3392 3869
281 2881 2942
2262 2224 7198
563 3551 6090
1170 336 4955
125 4484 8029
3536 2387 5843
3507 4356 4032
1510 3913 2874
2704 3961 3957
656 2331 435
2097 1251 7114
23 4237 8514
3851 3459 6544
4089 4138 7471
3355 1755 5523
884 908 7157
4871 133 6669
1147 4724 5721
1598 1315 3988
297 222 4453
3909 2876 5509
2174 3349 2979
1847 2549 6088
1193 881 3667
2449 3365 4714
1243 3778 2846
879 4296 2935
2681 1706 5131
1719 1495 7829
3449 3853 2634
2089 274 2744
3646 4439 3138
1677 3631 3797
1125 4878 2335
1241 4398 2816
966 2525 4244
845 1164 327
2162 315 1700
2393 626 4315
2255 2861 2287
3935 2329 5472
3455 4227 7945
741 1965 6990
4408 3988 8213
532 4469 4885
3827 1147 5316
4640 4767 5050
400 896 438
4040 1875 1965
489 3631 4906
4272 865 1253
1799 1020 7680
3181 2841 7376
1626 3448 8561
4157 3722 2990
2609 227 3640
439 157 7135
1659 3879 5948
4323 858 4753
1900 4110 8250
1661 1724 5508
365 2453 8229
2782 2741 1389
4018 3032 6907
2665 1056 5436
2409 3614 849
3726 893 386
2149 2616 5631
786 748 5996
364 1613 8789
566 1174 6817
1585 647 3890
3588 3878 2552
1924 2920 2533
1589 3446 123
1943 4624 8777
752 3724 5487
417 4115 7913
1904 3509 737
4470 2720 3870
3705 4386 1204
2646 1233 500
48 4576 1293
2908 2848 1937
3102 2836 4773
4374 835 8707
3289 3991 7030
3539 43 5367
2561 3593 657
55 330 2674
2716 4582 8689
3894 4369 1583
4714 4610 8433
2843 1696 5545
3952 4661 5996
958 4749 2671
1565 700 98
3456 2611 3250
1672 3289 3576
863 2658 1057
1874 1505 361
1590 3185 1858
4321 3043 5758
1255 2885 1363
2378 3994 2030
1261 3722 2593
2208 3741 3172
1544 4383 1964
2622 1139 3022
4265 907 6790
2949 955 4400
4493 4758 2903
2868 1684 2551
3179 676 4567
1852 2883 5808
693 4300 742
2454 3979 6158
3408 4245 7126
4159 2642 4751
3088 4234 7063
3731 2115 4616
561 4522 8270
1237 1175 461
1732 3622 6954
3447 1206 1475
1806 944 2275
66 4338 731
722 3762 8284
4644 2363 722
4002 3377 8288
2244 1209 3115
4734 1472 5284
198 832 2049
3430 3906 2093
2643 2651 1287
397 2796 6304
2677 4795 1300
3667 3441 6109
3174 2786 101
3058 786 5938
3286 2623 5325
1771 797 5474
1584 4281 7955
3544 498 3541
625 2953 950
4445 2582 6132
3893 129 6995
1529 739 5031
844 741 6604
2120 2411 1821
603 4823 101
42 3373 1895
3896 3977 6902
1508 727 4412
4044 1243 8432
1597 4845 6100
3602 2083 3953
936 419 410
914 3551 2236
1534 4662 1151
2096 2205 8175
1808 3531 7696
4254 4278 5825
3489 2197 2794
3271 4252 6495
2451 4863 4647
2281 4499 2111
3629 4865 1348
900 3568 7925
1416 682 4045
2014 223 4353
3517 272 4998
2591 3820 4215
1321 2097 7050
4552 654 1349
4184 1523 4107
3233 2634 4146
69 2182 2267
3189 1070 2382
1907 2525 3164
3804 939 6450
3206 3709 5426
426 1946 326
1084 2914 3581
3267 4171 7248
3587 2465 2834
2776 192 5303
3710 2695 3580
111 2498 4102
4738 165 7718
666 1042 5575
3108 2652 3146
1010 3085 6946
4545 3491 3886
3305 4716 4484
3511 4772 3521
1656 2832 3876
4481 2533 6864
3542 1765 6839
1721 2620 3069
3971 4352 4963
3752 2378 3309
1514 3417 8156
3858 4745 6262
463 552 8259
669 4443 52
985 4265 6048
4377 899 512
3750 2082 1598
4551 3955 5988
317 3032 3915
3014 707 6319
87 3604 5087
3615 1885 3581
4609 1611 2572
2348 2923 6679
2710 1872 5759
3846 551 5617
3454 2558 1150
425 2312 3807
1319 3992 4274
664 1237 4977
2316 1409 1935
4092 4543 1916
577 2138 4853
3047 3843 5409
4261 3387 1744
3138 4567 4820
4228 279 8059
2999 4755 6602
1494 2705 2306
2106 3924 6971
1334 4475 3343
4229 1048 6420
4199 4464 5716
4678 4700 7852
696 3206 1158
207 310 2706
2216 4101 1611
2105 1009 1319
2037 3869 8001
4085 1832 2005
1371 2428 2320
145 1480 4242
338 3479 2633
4639 191 5408
378 4774 6329
3481 523 5966
1018 1354 2901
2481 2974 6870
4466 2888 6123
4540 3162 6511
2997 35 4916
1896 3112 29
3850 2827 862
1631 3734 5656
2857 3799 3861
735 4768 2317
4109 761 7499
399 4589 3901
4534 3078 149
641 4366 1279
2900 4530 1608
3347 4609 7102
4550 2590 1923
329 1360 2661
1933 1046 159
3764 3127 3210
840 4095 1061
2554 3869 33
1697 2785 2705
4103 1239 2874
4119 4541 7328
1183 4656 8671
2042 2883 2741
668 2490 653
4066 1459 1841
4606 657 207
732 3625 8160
121 1440 21
123 179 7404
649 1981 2531
785 4254 8429
1181 1712 5060
3498 2686 5526
4148 525 2907
2532 2576 4442
710 450 3402
2749 4507 6302
3375 3157 602
1512 2763 6117
2206 3568 4770
2931 2957 4549
3341 2625 308
4787 463 5110
432 4534 357
208 997 2558
3987 3226 6108
1395 3695 2808
4195 890 3331
4713 1113 6515
3147 2909 6749
4518 452 2416
1704 1914 1018
1263 1527 2570
78 1203 1921
3915 4372 6803
1387 2089 803
4672 865 7148
1807 4359 2437
3985 3864 4337
2770 726 7974
4812 489 137
2804 612 1850
82 921 8781
3424 3561 1529
1370 4686 4653
3474 454 3829
273 3997 351
2570 3331 4741
2220 4076 3394
978 857 1871
4689 1760 3322
542 3215 2443
3294 4134 2142
2837 4600 3814
1968 2594 1403
2736 4244 2505
3130 3863 2207
2214 4515 2531
2427 202 1135
942 4213 3045
1267 4522 3633
2961 733 5316
3173 1854 3346
1537 90 2335
1539 2649 2350
4712 844 183
3338 2031 410
3860 3057 7169
1793 4585 3385
4611 2394 4105
388 2905 4953
4449 4073 614
64 3964 5630
1840 1005 2517
4657 1551 69
2374 4232 4789
4570 4028 2527
1543 1017 465
1635 4045 7791
4446 3243 5362
466 2274 4416
3954 2328 3342
2810 2629 8495
2048 3601 3271
3 3287 364
2768 4409 6218
4215 2102 1753
723 3320 2980
68 979 6090
1786 2367 6079
3110 2247 2293
2443 4491 5889
2068 4322 4130
3461 1714 6937
3219 192 629
843 2180 3103
361 1699 4173
593 4551 2429
3311 681 5889
2777 1211 8692
3121 1501 4571
1916 976 4677
189 4665 4744
2487 2563 4678
608 4400 4528
2884 525 5005
928 1318 122
633 1040 5869
4704 3727 1059
4096 1833 6070
1434 2638 1419
134 4671 8345
34 1813 2997
3450 1194 5741
2750 4776 6442
4015 143 6291
2029 2671 4746
2937 1964 1497
866 738 5649
3175 332 7460
1876 4451 3045
4742 4564 5230
3809 3226 2023
3207 3133 1864
1381 1641 2748
4038 2028 5631
2858 2866 4179
2618 2256 6034
3547 3195 4959
2966 2437 610
4166 3705 4976
4603 4559 3020
4292 2987 2488
2850 318 7715
4280 4457 1737
1552 1576 6458
3248 1611 4394
3125 2570 4448
2535 1368 6508
3549 3586 915
2381 4417 3844
1687 771 4275
1064 1468 8700
4508 710 7185
2468 18 298
1348 276 6359
4224 3740 5961
1213 4664 6808
2400 4747 7435
1982 1172 4480
3554 1754 8703
2860 1764 6771
2152 61 7877
4575 4820 5356
2684 4797 5937
3252 3781 4747
2587 3348 3082
3605 336 1195
2249 4620 2329
1205 2909 8793
2707 2006 311
1499 1812 5256
4668 2688 4346
4192 1201 7035
235 4536 2081
2181 2201 1276
3357 2816 1564
3541 1104 1314
4222 4543 1673
88 2179 438
2486 865 3705
3345 1439 2679
4182 775 1090
1304 3765 4824
1710 3227 124
3640 328 2765
977 1190 484
4054 373 3366
632 650 8020
2300 1285 2616
1146 2319 3212
895 319 6588
1623 2920 3603
4520 2751 7024
1818 3432 352
1340 4772 6490
2309 2745 6561
3500 3382 3296
1362 3470 6825
1400 143 1832
363 1650 4407
768 4657 414
368 1223 2949
3434 298 2173
3005 875 1895
1749 4374 4708
2515 4686 2082
4196 2623 5744
2733 1371 6933
4068 2081 7065
3003 4567 3706
4403 3741 3250
4012 839 6397
849 3292 6067
3241 14 708
1778 4349 2903
2199 1809 5204
1489 2756 2405
411 1364 909
3974 3703 4654
1680 1634 5765
1903 310 8111
3743 1022 6242
287 432 1434
3949 2159 8341
1214 7 435
26 1978 8441
4287 1437 1644
2727 4530 2705
3719 1526 243
3192 2972 5868
3352 1139 1197
4631 1244 7013
4248 2469 285
827 3953 2039
4008 2130 4596
3735 2589 3715
2853 2623 5460
1962 3877 1952
1563 1485 3031
211 745 7825
4365 3098 5392
2473 1008 5038
3213 345 116
3921 2943 3742
2523 3312 6563
4099 2825 2488
13 3859 8329
2811 1286 2694
974 83 2161
2263 2533 3835
4652 1736 3202
2238 2152 2212
1664 813 1192
2340 3927 4867
50 1581 3479
3353 2904 6172
4318 3989 4310
1134 460 207
1335 235 8624
3214 4002 3057
4459 2238 806
1210 284 5268
3897 1372 1351
4120 1395 237
4841 123 5049
73 22 2180
3783 260 7257
162 3830 4486
4598 1194 3501
1720 4624 3787
183 1228 2112
796 1625 2776
1330 3916 5700
3996 965 4892
502 1833 1383
3880 252 3622
830 3 6683
2183 1581 7903
2200 3903 3928
943 594 238
3965 197 4526
437 905 2087
4035 1963 3391
4438 492 1405
1039 3641 3862
3067 385 2499
3180 2013 3779
3904 345 5652
2572 3842 2452
1003 1524 4353
4368 2273 5447
1917 4590 5843
3564 2492 5517
376 1370 280
787 1406 4869
4104 584 6645
3232 3085 5347
4811 2453 5707
268 1479 8396
1819 3361 8763
2222 1369 794
4127 4502 5146
4821 4794 2674
673 2231 2469
4301 4411 864
2194 4811 6442
3137 800 8473
1940 1307 8725
2912 4005 671
1096 4217 5993
4324 2151 2222
3610 700 7820
3165 1892 4313
3000 232 2969
438 1043 3539
1927 2607 5777
4392 1713 6891
3062 655 8547
1638 3343 4432
1595 3104 8830
340 3256 7338
855 3595 1156
721 847 3776
3834 120 4099
529 4707 3286
2021 2221 279
1785 2106 1452
3801 1756 3307
3697 1105 8061
144 1145 5516
229 1992 8082
2715 2312 4422
639 3350 4420
2717 1495 7904
2235 1081 6596
3545 81 3904
1768 3276 4310
1299 3101 4377
714 257 5256
63 2354 6018
1487 698 325
2767 2519 7811
3217 1749 3811
2460 2802 3318
2092 4062 8037
1983 4635 3622
4790 4490 2836
3557 676 3718
2735 1832 4492
1119 237 3237
139 2298 5417
2261 4861 5981
1567 1659 7746
4074 2040 2351
2510 4160 5622
250 3893 6950
500 556 2255
1932 1495 6516
3366 421 8818
1637 1259 3355
2345 4120 2592
116 3775 1086
4637 3110 4631
2408 3624 6916
299 4227 32
1540 2479 5089
4362 4145 4786
3342 2068 7376
4297 1357 4086
30 972 7867
4527 4232 4709
3889 857 2867
4723 4624 7499
4504 3121 3130
1291 1331 3590
3745 507 1396
2864 1522 5682
4833 3632 5865
1647 3282 4938
4583 921 2341
3009 1537 306
4188 3008 2926
3707 1771 2690
3270 2363 4785
477 1124 5108
1632 3416 429
1831 1693 4064
736 4153 628
1435 2934 6834
3268 3581 5180
2656 2897 4305
4283 436 6239
3467 1523 6060
4480 2321 7331
3376 3771 7035
3100 4607 6172
4454 1584 4950
2694 4599 4570
3119 775 5414
2867 1848 4035
3919 633 6159
2893 4781 3485
4834 3070 2260
1898 30 8620
4595 1739 6200
4799 261 149
904 2843 1280
953 2781 2312
3573 4444 2523
3399 2252 1353
482 4355 5523
3714 4215 3568
991 3147 4049
2502 96 2687
494 2474 7785
1737 278 2830
1560 4244 7293
3080 955 1639
2310 2787 3821
3129 1167 2525
987 1376 3593
1266 174 7105
311 3056 8337
379 2329 589
554 735 5672
3259 4617 3178
4472 3226 1247
1956 3456 1988
2359 201 0
1915 3502 2739
1525 2249 4730
4034 727 5075
3589 2686 2598
3540 3640 1133
867 3654 8326
105 2867 877
4546 639 4935
4058 4619 7073
246 1214 6920
2379 997 8665
2910 3865 1415
3323 1202 5073
1491 2208 2101
3687 3538 5078
2489 1491 6640
672 221 8127
4118 629 1663
3403 372 3626
2038 1878 5641
969 945 5423
874 3942 4266
3356 3208 6185
3269 3203 3597
3230 1794 1842
3075 4854 7175
119 3704 2972
3367 3990 2237
3807 4786 6905
1908 3824 5184
1258 4478 4040
464 503 3893
4117 2413 5567
4769 4757 4758
2930 3237 2740
325 1290 760
195 3932 2229
4309 4033 2389
375 2616 5148
4262 3093 6801
2793 926 3652
1276 1945 2601
3478 218 7691
791 2848 2804
1958 2789 2241
658 3129 5496
2422 4296 1989
3524 3067 4116
3749 3574 5247
3123 864 4784
3777 3299 1545
214 2438 5822
3074 1609 6324
961 2918 384
3295 2072 7130
743 2502 3655
2764 3677 958
2691 4120 33
3155 3500 478
3484 613 2051
1655 53 7019
1905 1968 1288
2725 3154 2692
483 4462 7694
970 3104 6592
1344 4672 1822
4584 1973 5008
2419 1357 321
200 3525 8555
1893 2455 7375
4049 4102 1081
3244 1026 1362
3300 3232 499
679 2457 116
186 521 452
3543 563 8305
1758 1848 8574
1814 2338 7073
230 1018 247
4373 3417 6485
1822 3899 386
2003 1973 3445
3240 259 2145
455 1710 568
2682 3731 4516
2004 4151 4060
2269 3291 1906
859 849 7372
4528 3385 6218
4361 3571 8645
3332 597 3827
300 1737 7315
267 2253 4831
4654 1073 7549
1380 724 6082
2355 2070 7586
1547 3918 3665
4621 189 652
643 1299 3540
1288 809 3811
2398 752 4564
4142 150 8103
2969 4504 2120
1391 2886 1002
3182 3183 2014
3699 2706 5550
3293 3430 3736
1423 597 4684
769 2702 7388
1293 3973 2659
1140 1297 2283
3763 4498 4958
2450 2886 1564
4670 3849 3114
1034 4595 4478
2902 3680 3158
580 1648 6759
706 1329 550
1036 2008 5783
4717 1185 510
1888 3766 3371
2742 1042 8380
84 4768 7421
2353 2975 8014
2899 2044 1063
1950 4403 3850
3334 3004 6623
4630 2981 4873
187 1454 8757
3118 4003 2908
2916 4380 4774
1470 2858 6080
4004 403 4252
545 1260 6289
2823 2738 4076
1268 4325 2894
1985 4540 8062
158 828 4216
4353 4273 5585
4285 3853 6430
1186 1376 67
4425 4399 441
2099 612 4607
574 4702 4713
2101 671 3414
1465 3417 2597
3925 3110 7301
585 931 4127
348 487 5107
2534 4060 4444
4191 733 7552
3810 350 6719
3815 1704 179
2066 885 3347
2178 2248 2742
4853 4302 4153
2491 106 388
3519 821 1085
1929 1946 3016
3113 2781 5980
3885 4298 5383
1342 503 4548
4241 20 2419
2501 430 4826
130 3420 4284
1824 1979 1893
369 2824 4738
295 1873 479
2091 3941 2489
617 95 7539
1138 1992 6181
1711 2106 7916
3599 2077 2470
3257 265 8757
1011 2754 2848
4503 660 4571
2989 4466 4884
622 4358 263
747 2748 2862
3569 3545 443
4416 1986 832
1775 4048 4658
3140 2961 6829
1867 758 3348
2147 2927 821
1132 1590 804
3811 1917 2262
1954 1976 2174
1504 432 1628
3010 707 5760
983 1919 4793
4190 322 4749
631 4636 2660
2673 2010 7305
2869 679 2331
1397 1051 2509
3436 4471 1689
4648 2783 8186
2628 314 8186
3669 2806 3802
1989 912 3590
3265 752 3539
1117 2112 2786
4762 3051 7320
370 2892 5232
526 1300 3099
2834 5 831
405 4848 2249
2569 313 4927
60 2335 3844
531 2789 3449
3228 4859 7950
2944 999 4423
548 318 8683
1306 2703 4257
2879 1033 6586
4868 2580 8527
1187 2828 4933
4009 985 4775
2507 1085 3473
1670 3 386
610 2065 2293
1071 4279 267
406 2505 5411
4433 315 6121
4816 1337 3622
575 1304 2899
578 1477 7068
1029 678 2713
2915 928 3917
3099 3364 1821
1455 2029 1475
1245 3525 7426
1984 3453 1082
209 1815 6481
3186 3264 5670
834 3162 7244
513 1402 2406
868 3109 6034
4608 1671 3221
3220 3463 591
1741 2860 2932
708 1121 726
4056 2600 1090
1772 3821 2815
164 4206 5510
4557 2764 4135
3388 3428 1389
478 2829 3338
4025 3560 7997
1166 1943 3516
2407 2577 815
4792 919 2434
1178 2134 8745
3639 3845 3648
2187 96 565
2831 3519 4329
1060 3955 4158
2339 281 3175
1345 2014 7284
3978 1455 7752
4735 898 8650
3216 2421 1573
4231 3177 4935
3814 3050 257
2447 3020 5007
152 2511 6769
4643 843 2535
3193 4466 5137
2311 1519 899
59 544 413
1600 182 3964
2444 2838 2087
4623 4263 1746
2064 3908 179
1923 3874 2358
511 4273 1011
4614 2530 2705
4299 3052 2933
3006 354 1752
2459 1758 4284
3966 1050 1818
1200 1848 279
352 428 5835
3033 3064 6737
4039 895 759
520 4754 3620
897 2227 4681
3458 560 8814
4382 3728 4063
2078 4577 7183
2483 3599 3636
1564 2470 8713
2778 2419 6471
4420 2149 2156
1930 692 6815
4467 3819 5424
1839 4123 6555
2049 2506 7932
3963 3949 6551
4255 1106 1167
4622 4015 5157
1107 1355 4976
1461 2604 2490
704 1895 7196
2025 2154 5021
1313 524 1738
3086 3562 2654
4218 1437 1747
3917 2907 3446
4395 627 781
1148 3331 2870
2271 1872 3618
906 1929 2650
277 813 1829
1666 475 3837
3372 663 4732
3142 226 1736
3425 1927 419
763 1808 5532
894 770 973
2653 2539 1633
1086 4433 6220
3105 4847 6626
2246 3058 507
4328 678 4582
1074 1586 6480
2870 3442 2241
3559 1699 1069
1443 3987 8009
1476 1962 2475
2979 4760 3606
2581 1190 1544
445 3558 5885
1691 3015 3727
568 1837 8150
2232 4117 6530
377 326 4615
2791 4483 501
3351 1277 5532
1131 273 7170
1208 3360 3891
781 1410 2415
2299 2491 6013
331 2245 6035
2429 1077 5021
1414 853 5792
1509 580 1630
628 159 2334
2485 1245 1503
2815 1822 8695
3563 907 7494
1574 2449 965
386 4813 7159
3779 1546 6356
3231 1957 424
4174 990 2324
1108 1272 8429
2445 3079 6043
107 1598 306
1517 746 7681
4269 2909 2359
2990 2970 1990
1428 4268 3728
4669 167 6628
2993 1491 7106
3638 4114 2022
954 4309 5277
2034 3729 1232
2760 1952 7968
1596 3676 1078
3958 4329 5915
1855 4712 5681
2392 2729 3705
2965 2252 7381
3363 3867 6814
2637 633 8106
4628 1420 6604
2344 3167 649
2016 4311 6239
2051 2005 5826
1028 3381 573
1171 4488 1551
4124 940 7628
4209 97 2401
2548 922 3944
3970 2422 1890
2630 3168 3141
3444 810 7172
3649 518 4001
1530 3252 2218
4569 2607 156
837 3491 1502
2959 75 811
1197 2358 3663
2849 1795 8310
344 815 2072
2690 651 4865
25 3429 3613
4260 2130 4612
2496 556 2978
1353 1772 794
3451 1344 7788
58 3476 5160
4063 1075 6377
4460 1595 1754
4347 4336 7396
1803 3195 7932
2478 537 8086
2259 2595 8220
3378 1288 6405
2855 3386 5530
1225 3299 4155
623 203 2963
4677 869 7165
19 2928 217
4879 2042 3208
701 1361 1401
3136 4859 6206
4659 4689 5600
2334 1217 7472
731 2162 2083
1731 2081 985
3886 4268 3425
878 4329 6383
334 1066 2651
4746 1788 802
3946 4015 8437
3402 1455 450
2573 613 5887
3516 3602 1791
3036 1854 4313
1886 4630 7427
2894 1064 8307
2624 1455 8633
4474 2715 5797
1401 171 3655
4201 648 6626
4052 2529 4052
1215 3671 1125
4348 2760 647
619 3436 7617
780 4656 2106
1675 888 7920
4267 147 4336
3553 2297 3038
2709 4824 6906
1830 3602 4997
431 2925 5625
1289 4813 4190
3303 2499 3215
3283 2643 3384
1001 4055 5814
1141 790 6439
1230 1341 5765
381 589 7064
2209 3236 4563
2669 2157 6721
2798 1181 7710
3443 3837 4259
4367 240 5850
3059 788 6293
2160 1295 1400
2156 4353 490
699 1896 437
1928 3513 7444
401 1468 3763
3115 3315 1724
1383 3473 4713
829 1335 4824
414 4602 8815
46 919 972
2528 1075 2474
469 3940 2103
1773 2070 955
392 1946 7928
3471 4197 1313
76 1915 7523
3457 803 867
2557 4200 1621
4658 4262 8311
3141 385 511
3440 537 451
1425 644 1142
3472 61 4199
744 4532 4009
595 1236 5935
720 4116 5247
2002 4151 293
3696 202 6163
4523 2777 4673
754 206 4998
4230 2596 5026
407 3894 6665
3782 1071 3998
1515 1749 5129
759 652 2315
550 480 4840
4340 541 4514
4111 499 5712
10 602 7310
1363 634 5011
4388 1660 1407
3566 2561 4206
3555 1537 2754
2801 3704 3614
4715 4060 4380
490 1399 3878
3653 1521 2831
1052 2847 4640
2766 2683 5230
2399 4328 5950
512 473 5388
4391 3261 2998
4051 152 1574
2948 1590 1110
163 4546 5950
600 2016 7481
3389 2067 4329
4418 4616 2530
755 3455 3094
2330 1531 8743
4857 3181 1824
1548 3763 714
3888 569 5428
1035 2170 5829
3169 4039 7627
586 151 6876
2493 2920 7548
4107 4843 4057
1426 1533 4234
3655 1280 613
4178 2957 6940
3871 1860 5247
2775 1999 1560
457 1165 6463
667 4690 6468
3753 2467 4267
3891 3499 1082
892 3152 531
3852 2801 4567
2185 1962 1187
2797 1928 1805
4626 3985 1658
1100 3182 7727
988 220 877
876 1384 3730
493 671 6696
1284 2130 7582
4235 2562 3868
3760 2470 2177
3685 461 3329
2128 3096 5514
3263 1044 4090
856 1507 5417
2326 4531 8233
2001 4602 6027
4342 2805 855
1490 3023 7043
